Frequency;Impedance;Phase;Real;Imaginary;Magnitude
 1500 ; 3,39173207178941E-05 ; 23,0693280670629 ; 137 ;-4912 ; 4913,91015383879 
 1520 ; 3,64754826761259E-05 ; 26,4561180546601 ; 397 ;-4552 ; 4569,27926482941 
 1540 ; 3,96404384560914E-05 ; 29,5247267960841 ; 589 ;-4163 ; 4204,46072641903 
 1560 ; 4,31541133852567E-05 ; 32,6390823275266 ; 748 ;-3789 ; 3862,12700464394 
 1580 ; 4,70275708961628E-05 ; 35,9157482852502 ; 884 ;-3432 ; 3544,02031596886 
 1600 ; 5,19241615053203E-05 ; 38,9865304165897 ; 966 ;-3061 ; 3209,8094959047 
 1620 ; 5,70603322131283E-05 ; 41,9106684748883 ; 1020 ;-2737 ; 2920,88496863536 
 1640 ; 6,36735070701774E-05 ; 45,0497017064466 ; 1047 ;-2399 ; 2617,5198184541 
 1660 ; 7,19038075233474E-05 ; 47,9372728048875 ; 1033 ;-2075 ; 2317,91156000396 
 1680 ; 8,12008829286342E-05 ; 50,5968111456926 ; 999 ;-1793 ; 2052,52283787538 
 1700 ; 9,3925053780646E-05 ; 53,155366574966 ; 932 ;-1510 ; 1774,46442624246 
 1720 ; 1,09136739548451E-04 ; 55,6092316702219 ; 857 ;-1264 ; 1527,13620872534 
 1740 ; 1,3037961683694E-04 ; 57,561697053487 ; 753 ;-1033 ; 1278,31842668406 
 1760 ; 1,59220126385226E-04 ; 59,3706994665067 ; 643 ;-826 ; 1046,76883790071 
 1780 ; 2,02348238618839E-04 ; 60,2618864103928 ; 516 ;-642 ; 823,662552262758 
 1800 ; 2,66530238101535E-04 ; 60,1744497093766 ; 391 ;-488 ; 625,319918121916 
 1820 ; 3,85512345084576E-04 ; 56,9631716618271 ; 251 ;-352 ; 432,325109148196 
 1840 ; 6,44582566071047E-04 ; 46,6492479889913 ; 110 ;-234 ; 258,565272223476 
 1860 ; 1,0332254702244E-03 ; 4,16006643255477 ;-48 ;-154 ; 161,307160411434 
 1880 ; 8,04918200883069E-04 ;-41,8394874841079 ;-185 ;-93 ; 207,060377667964 
 1900 ; 5,01857803239151E-04 ;-63,8649383438769 ;-331 ;-27 ; 332,099382715476 
 1920 ; 3,67873668470124E-04 ;-67,6429926622414 ;-453 ;-7 ; 453,054080657045 
 1940 ; 2,87440926001377E-04 ;-71,5930109244467 ;-579 ; 31 ; 579,82928522109 
 1960 ; 2,34682201595559E-04 ;-69,8192414437326 ;-710 ; 16 ; 710,180258807579 
 1980 ; 2,02016491925861E-04 ;-68,1810445520671 ;-825 ;-5 ; 825,015151376022 
 2000 ; 1,79374347116401E-04 ;-67,479934863947 ;-929 ;-17 ; 929,155530576017 
 2020 ; 1,6365016547249E-04 ;-65,4888878805775 ;-1017 ;-54 ; 1018,43261927336 
 2040 ; 1,51439075617044E-04 ;-63,315005045033 ;-1096 ;-100 ; 1100,55258847544 
 2060 ; 1,41335032547934E-04 ;-60,9753837846071 ;-1169 ;-155 ; 1179,23110542421 
 2080 ; 1,34292927379964E-04 ;-58,7396052113845 ;-1223 ;-211 ; 1241,06808838194 
 2100 ; 1,28566994398495E-04 ;-56,9583154027163 ;-1270 ;-260 ; 1296,34100452003 
 2120 ; 1,24263974100306E-04 ;-54,2848268774195 ;-1300 ;-330 ; 1341,23077805425 
 2140 ; 1,20490683673675E-04 ;-51,4164223423362 ;-1322 ;-407 ; 1383,23280759242 
 2160 ; 1,17855579329857E-04 ;-48,9017172466312 ;-1332 ;-475 ; 1414,16017480341 
 2180 ; 1,164104724457E-04 ;-46,5856824264442 ;-1328 ;-535 ; 1431,71540468069 
 2200 ; 1,15698064863471E-04 ;-44,0448319683818 ;-1311 ;-597 ; 1440,5311520408 
 2220 ; 1,14494008064505E-04 ;-41,9632362754982 ;-1302 ;-651 ; 1455,68025335236 
 2240 ; 1,14616532835591E-04 ;-39,7071362433154 ;-1274 ;-701 ; 1454,12413500361 
 2260 ; 1,15445988166656E-04 ;-37,6462069591318 ;-1239 ;-741 ; 1443,67655657353 
 2280 ; 1,15664431627416E-04 ;-35,5660963500514 ;-1209 ;-784 ; 1440,95003383185 
 2300 ; 1,17376800591051E-04 ;-33,9428713731272 ;-1169 ;-806 ; 1419,92851932765 
 2320 ; 1,18724052336185E-04 ;-31,9277653305931 ;-1127 ;-837 ; 1403,81551494489 
 2340 ; 1,21023591278608E-04 ;-29,7775129674614 ;-1074 ;-862 ; 1377,14196799023 
 2360 ; 1,24112969512094E-04 ;-28,4823464623257 ;-1028 ;-864 ; 1342,86261397062 
 2380 ; 1,27529539617989E-04 ;-26,9093114472668 ;-977 ;-868 ; 1306,88675867498 
 2400 ; 1,3290515408022E-04 ;-25,8550527667093 ;-922 ;-850 ; 1254,02711294453 
 2420 ; 1,37457430355467E-04 ;-25,1992190569296 ;-882 ;-832 ; 1212,49659793337 
 2440 ; 1,43368552359134E-04 ;-23,8767976306649 ;-827 ;-817 ; 1162,50505375246 
 2460 ; 0,000149910528615 ;-22,4349892611321 ;-771 ;-801 ; 1111,77425766205 
 2480 ; 1,56375999106529E-04 ;-22,4258504611497 ;-739 ;-768 ; 1065,8072058304 
 2500 ; 1,64420807838856E-04 ;-21,9693314563908 ;-697 ;-736 ; 1013,65921295078 
 2520 ; 1,74204808523221E-04 ;-23,2318596071593 ;-673 ;-680 ; 956,728279084506 
 2540 ; 1,84574931970684E-04 ;-23,4834199782457 ;-638 ;-639 ; 902,975636437662 
 2560 ; 1,91914500028291E-04 ;-24,4613609780799 ;-624 ;-604 ; 868,442283632021 
 2580 ; 2,00571883562631E-04 ;-26,064432631824 ;-613 ;-561 ; 830,957279286968 
 2600 ; 2,11475783742177E-04 ;-28,1083578695782 ;-600 ;-511 ; 788,112301642348 
 2620 ; 2,19559736715345E-04 ;-30,7526031480853 ;-600 ;-465 ; 759,0948557328 
 2640 ; 2,32360773249433E-04 ;-32,4891683166165 ;-580 ;-422 ; 717,275400386769 
 2660 ; 2,35756490625554E-04 ;-37,0641438223502 ;-603 ;-369 ; 706,944127919597 
 2680 ; 2,43722808582404E-04 ;-41,288758583194 ;-608 ;-313 ; 683,836968874892 
 2700 ; 2,47419389432937E-04 ;-43,0283737336003 ;-608 ;-290 ; 673,620070959885 
 2720 ; 2,40580405746202E-04 ;-47,817362989224 ;-648 ;-245 ; 692,769081296214 
 2740 ; 2,42579864221985E-04 ;-51,5175259466525 ;-657 ;-201 ; 687,058949435927 
 2760 ; 2,34186591603073E-04 ;-55,3707447108108 ;-693 ;-162 ; 711,683216044892 
 2780 ; 2,30414991202949E-04 ;-57,9329615909259 ;-711 ;-133 ; 723,33256528377 
 2800 ; 2,22738186493892E-04 ;-60,5389606837538 ;-741 ;-104 ; 748,262654420224 
 2820 ; 2,17050507180749E-04 ;-62,7731466114644 ;-764 ;-77 ; 767,870431778695 
 2840 ; 2,04051566794638E-04 ;-64,7375434143782 ;-815 ;-54 ; 816,786997937651 
 2860 ; 1,95912416791439E-04 ;-66,1703814786985 ;-850 ;-35 ; 850,720283054307 
 2880 ; 1,90147279558035E-04 ;-66,5668697815933 ;-876 ;-30 ; 876,513548098374 
 2900 ; 1,79983921962451E-04 ;-68,2807910208526 ;-926 ;-4 ; 926,008639268555 
 2920 ; 1,73788743234412E-04 ;-68,1698200960668 ;-959 ;-6 ; 959,018769367941 
 2940 ; 1,65308045093934E-04 ;-67,3347980252813 ;-1008 ;-21 ; 1008,21872626926 
 2960 ; 1,6164440212813E-04 ;-67,861441368595 ;-1031 ;-12 ; 1031,06983274655 
 2980 ; 1,5544822279604E-04 ;-67,5128902097887 ;-1072 ;-19 ; 1072,16836364444 
 3000 ; 1,5118036408568E-04 ;-66,9169436448907 ;-1102 ;-31 ; 1102,43593918196 
 3020 ; 1,47031950681382E-04 ;-66,7589010785567 ;-1133 ;-35 ; 1133,54047126691 
 3040 ; 1,44386269780732E-04 ;-65,7972545353846 ;-1153 ;-55 ; 1154,31104993412 
 3060 ; 1,39380442583585E-04 ;-65,412246267822 ;-1194 ;-65 ; 1195,76795407805 
 3080 ; 1,38244291626389E-04 ;-65,5804441265523 ;-1204 ;-62 ; 1205,59528864375 
 3100 ; 1,36625516175821E-04 ;-63,4018956536139 ;-1215 ;-109 ; 1219,87950224602 
 3120 ; 1,3507663268566E-04 ;-62,4803924103414 ;-1227 ;-130 ; 1233,86749693798 
 3140 ; 0,00013393929533 ;-62,2999616560531 ;-1237 ;-135 ; 1244,3448075192 
 3160 ; 1,30672501171473E-04 ;-61,5481400199935 ;-1266 ;-155 ; 1275,45325276938 
 3180 ; 1,3037598668452E-04 ;-60,8862554920504 ;-1267 ;-170 ; 1278,35401982393 
 3200 ; 1,31550435716905E-04 ;-59,7202358676035 ;-1252 ;-194 ; 1266,9411983198 
 3220 ; 1,30570125872789E-04 ;-58,5125069983057 ;-1257 ;-222 ; 1276,45328939213 
 3240 ; 1,30759178560188E-04 ;-57,7208593150316 ;-1252 ;-239 ; 1274,60778281007 
 3260 ; 1,30904980558964E-04 ;-57,1124479261911 ;-1248 ;-252 ; 1273,18812435555 
 3280 ; 1,29053677649496E-04 ;-57,5924906639333 ;-1268 ;-245 ; 1291,45228328421 
 3300 ; 1,30262726834076E-04 ;-57,0778383251007 ;-1254 ;-254 ; 1279,46551340784 
 3320 ; 1,31187486162687E-04 ;-57,0414621162327 ;-1245 ;-253 ; 1270,44637824664 
 3340 ; 1,33153431425636E-04 ;-56,0243046011761 ;-1222 ;-271 ; 1251,68885910197 
 3360 ; 1,31079072252243E-04 ;-56,5908927341272 ;-1244 ;-263 ; 1271,49714903337 
 3380 ; 1,31706223030709E-04 ;-55,3266560678035 ;-1232 ;-289 ; 1265,44261031467 
 3400 ; 1,36400948817466E-04 ;-55,6180221319996 ;-1191 ;-273 ; 1221,88788356379 
 3420 ; 1,37056861766165E-04 ;-55,5548599254904 ;-1185 ;-273 ; 1216,04029538498 
 3440 ; 1,36257056899526E-04 ;-57,1173043238321 ;-1199 ;-242 ; 1223,17823721647 
 3460 ; 1,34114024834386E-04 ;-55,5544049569594 ;-1211 ;-279 ; 1242,7236217277 
 3480 ; 1,35021081123403E-04 ;-56,8906419849486 ;-1209 ;-249 ; 1234,37514556961 
 3500 ; 1,35969502741334E-04 ;-56,7599985186235 ;-1200 ;-250 ; 1225,76506721313 
 3520 ; 1,40674578254112E-04 ;-56,0991427199559 ;-1157 ;-255 ; 1184,76748773757 
 3540 ; 1,37798376708327E-04 ;-56,0662759747663 ;-1181 ;-261 ; 1209,49658949498 
 3560 ; 1,43311193464116E-04 ;-59,3251470967496 ;-1148 ;-186 ; 1162,9703349613 
 3580 ; 1,41329595280549E-04 ;-57,6280799927694 ;-1158 ;-223 ; 1179,27647309696 
 3600 ; 1,41460670791632E-04 ;-60,2812691315827 ;-1166 ;-169 ; 1178,18377174361 
 3620 ; 1,34984852174899E-04 ;-59,6762833508739 ;-1220 ;-190 ; 1234,7064428438 
 3640 ; 1,41631216560782E-04 ;-62,3816617902635 ;-1170 ;-126 ; 1176,76505726504 
 3660 ; 1,35395524930957E-04 ;-62,8871661635706 ;-1225 ;-121 ; 1230,96141288019 
 3680 ; 1,31544330439358E-04 ;-62,5027124415276 ;-1260 ;-133 ; 1267 
 3700 ; 1,31185616779707E-04 ;-62,7458951274985 ;-1264 ;-128 ; 1270,46448199074 
 3720 ; 1,36296051967838E-04 ;-66,4193303562897 ;-1222 ;-45 ; 1222,82827903185 
 3740 ; 1,30337868454501E-04 ;-62,6482730007386 ;-1272 ;-131 ; 1278,72788348421 
 3760 ; 1,24198953922361E-04 ;-65,4526658084299 ;-1340 ;-72 ; 1341,93293424075 
 3780 ; 1,34571050160145E-04 ;-65,7051559663253 ;-1237 ;-61 ; 1238,50312878087 
 3800 ; 1,30232778119717E-04 ;-64,7648404025231 ;-1277 ;-84 ; 1279,7597430768 
 3820 ; 1,24789377291612E-04 ;-63,2872513564208 ;-1330 ;-122 ; 1335,58376749645 
 3840 ; 1,2663199957046E-04 ;-64,5636327267691 ;-1313 ;-91 ; 1316,14968753558 
 3860 ; 1,21385467063775E-04 ;-68,9455836357005 ;-1373 ; 10 ; 1373,03641612304 
 3880 ; 1,17775042654291E-04 ;-64,15131915161 ;-1411 ;-108 ; 1415,12720276306 
 3900 ; 1,1407326836475E-04 ;-68,9988787519413 ;-1461 ; 12 ; 1461,04928048304 
 3920 ; 1,20560109752835E-04 ;-65,9163155279476 ;-1381 ;-63 ; 1382,43625531161 
 3940 ; 1,13487634605165E-04 ;-63,5281286731516 ;-1463 ;-128 ; 1468,58877838556 
 3960 ; 1,17832484682267E-04 ;-65,1642054874696 ;-1412 ;-83 ; 1414,43734396402 
 3980 ; 1,11312894021688E-04 ;-63,2784266768877 ;-1491 ;-137 ; 1497,28086877513 
 4000 ; 1,11627153154906E-04 ;-67,9910353368491 ;-1493 ;-14 ; 1493,06563820885 
 4020 ; 1,07540893163716E-04 ;-63,1598095077062 ;-1543 ;-145 ; 1549,79805136024 
 4040 ; 1,05265140747088E-04 ;-67,406403579701 ;-1583 ;-31 ; 1583,30350849103 
 4060 ; 1,07521779871478E-04 ;-62,6779308444649 ;-1542 ;-158 ; 1550,07354664222 
 4080 ; 1,00931814215185E-04 ;-66,2723474857422 ;-1650 ;-65 ; 1651,2798066954 
 4100 ; 9,96141606241619E-05 ;-63,6252955996675 ;-1667 ;-143 ; 1673,12223103992 
 4120 ; 1,01999527831407E-04 ;-66,5291851438416 ;-1633 ;-57 ; 1633,99449203478 
 4140 ; 1,07374185989309E-04 ;-63,8351504009957 ;-1547 ;-127 ; 1552,20423913865 
 4160 ; 9,93112436932098E-05 ;-64,9753790907622 ;-1675 ;-104 ; 1678,22555099128 
 4180 ; 1,05537476833903E-04 ;-63,4422549456449 ;-1573 ;-140 ; 1579,2178443774 
 4200 ; 9,75980664393663E-05 ;-62,7475853058797 ;-1699 ;-172 ; 1707,6841042769 
 4220 ; 9,7244519435187E-05 ;-63,7757506681589 ;-1708 ;-142 ; 1713,89264541277 
 4240 ; 1,03808415904228E-04 ;-61,6600026347345 ;-1594 ;-192 ; 1605,52172205797 
 4260 ; 9,63664056362439E-05 ;-63,1868927754932 ;-1722 ;-161 ; 1729,51004622697 
 4280 ; 1,00251211447144E-04 ;-63,870542228747 ;-1657 ;-135 ; 1662,49030072359 
 4300 ; 1,0030642672752E-04 ;-63,8333731704695 ;-1656 ;-136 ; 1661,57515628996 
 4320 ; 1,0163444332014E-04 ;-61,3469330863473 ;-1627 ;-205 ; 1639,86401875277 
 4340 ; 9,61714602325268E-05 ;-61,5016891769804 ;-1720 ;-212 ; 1733,01586836359 
 4360 ; 1,01444663474417E-04 ;-60,797675750518 ;-1628 ;-221 ; 1642,93183060041 
 4380 ; 9,73038819437129E-05 ;-63,4035135068702 ;-1706 ;-153 ; 1712,84704512691 
 4400 ; 9,57404048957501E-05 ;-62,7587446886214 ;-1732 ;-175 ; 1740,81848565553 
 4420 ; 9,89818046634058E-05 ;-63,007302629311 ;-1676 ;-162 ; 1683,81115330669 
 4440 ; 9,73913091080336E-05 ;-63,2307977864584 ;-1704 ;-158 ; 1711,30944016563 
 4460 ; 9,70441579241649E-05 ;-60,5963416461391 ;-1701 ;-237 ; 1717,43122133028 
 4480 ; 9,73943022384566E-05 ;-60,8716931546862 ;-1696 ;-228 ; 1711,25684805058 
 4500 ; 9,7419854848077E-05 ;-62,0845403154837 ;-1700 ;-192 ; 1710,80799624037 
 4520 ; 9,52941213137393E-05 ;-63,4109725998031 ;-1742 ;-156 ; 1748,97112611958 
 4540 ; 9,69880279965006E-05 ;-62,2138697821366 ;-1708 ;-189 ; 1718,42515111948 
 4560 ; 9,33962456115325E-05 ;-62,610032365186 ;-1775 ;-184 ; 1784,51141772755 
 4580 ; 9,37640757401897E-05 ;-63,6227718051896 ;-1771 ;-152 ; 1777,51090010723 
 4600 ; 9,37678597164734E-05 ;-62,9427870655447 ;-1769 ;-173 ; 1777,43916914194 
 4620 ; 9,26921470696806E-05 ;-62,462572833016 ;-1788 ;-190 ; 1798,06673958449 
 4640 ; 9,18097106723489E-05 ;-62,7109165088057 ;-1806 ;-184 ; 1815,34900225824 
 4660 ; 9,12319507445503E-05 ;-63,5666976765663 ;-1820 ;-158 ; 1826,84536838781 
 4680 ; 9,07733893505091E-05 ;-63,1530440590523 ;-1828 ;-172 ; 1836,07407257986 
 4700 ; 8,88964876903309E-05 ;-63,6326748489467 ;-1868 ;-160 ; 1874,83972648331 
 4720 ; 8,8593533940598E-05 ;-63,1601435871234 ;-1873 ;-176 ; 1881,25091362104 
 4740 ; 8,72955767824548E-05 ;-63,2088774306606 ;-1901 ;-177 ; 1909,22235478218 
 4760 ; 8,70520965199415E-05 ;-63,4341064107061 ;-1907 ;-170 ; 1914,56235207945 
 4780 ; 8,61112009299245E-05 ;-63,1623308531395 ;-1927 ;-181 ; 1935,48185214948 
 4800 ; 8,50491469520225E-05 ;-63,4635646358298 ;-1952 ;-173 ; 1959,65124448204 
 4820 ; 8,41743541690563E-05 ;-63,3705362193948 ;-1972 ;-178 ; 1980,01717164271 
 4840 ; 8,32659152352732E-05 ;-62,9088388439511 ;-1992 ;-196 ; 2001,6193444309 
 4860 ; 8,21107632154599E-05 ;-62,9019568813987 ;-2020 ;-199 ; 2029,77855935075 
 4880 ; 8,17415381748217E-05 ;-62,5884117570693 ;-2028 ;-211 ; 2038,94703217126 
 4900 ; 8,02497922766909E-05 ;-62,6694591077701 ;-2066 ;-212 ; 2076,84857416231 
 4920 ; 7,97531701013304E-05 ;-62,7058419185096 ;-2079 ;-212 ; 2089,78108901387 
 4940 ; 7,90956000277789E-05 ;-62,3712638106914 ;-2095 ;-226 ; 2107,15471667365 
 4960 ; 7,74476284710354E-05 ;-61,9911027291923 ;-2138 ;-245 ; 2151,99186801438 
 4980 ; 7,72633266569362E-05 ;-61,7393128755552 ;-2142 ;-255 ; 2157,12517022077 
 5000 ; 7,69619940106561E-05 ;-61,0193140672739 ;-2147 ;-283 ; 2165,57105632671 
 5020 ; 7,65659759708324E-05 ;-60,6066407544911 ;-2156 ;-300 ; 2176,77192190638 
 5040 ; 7,52753671511812E-05 ;-60,4274624463038 ;-2192 ;-312 ; 2214,09304230875 
 5060 ; 7,48457665979538E-05 ;-59,7977749614881 ;-2201 ;-338 ; 2226,80151787266 
 5080 ; 7,40289320169922E-05 ;-59,5847678191884 ;-2224 ;-350 ; 2251,37202612096 
 5100 ; 7,38323651925252E-05 ;-58,965819782569 ;-2226 ;-375 ; 2257,3659428635 
 5120 ; 7,27400934269073E-05 ;-58,7535281266543 ;-2258 ;-389 ; 2291,26275228312 
 5140 ; 7,31678379569622E-05 ;-57,9287191488828 ;-2239 ;-419 ; 2277,86786271724 
 5160 ; 7,32236870951226E-05 ;-57,3565833682288 ;-2233 ;-441 ; 2276,13048835079 
 5180 ; 7,2654202770966E-05 ;-57,1644733497565 ;-2249 ;-452 ; 2293,97144707601 
 5200 ; 7,31383908047054E-05 ;-56,6512838432617 ;-2230 ;-469 ; 2278,78498327508 
 5220 ; 7,30639698427772E-05 ;-56,7405317654903 ;-2233 ;-466 ; 2281,1060913513 
 5240 ; 7,28168915454041E-05 ;-56,1922569662279 ;-2236 ;-489 ; 2288,84621589132 
 5260 ; 7,27515338896314E-05 ;-55,8448539424705 ;-2235 ;-503 ; 2290,90244227029 
 5280 ; 7,30369409946986E-05 ;-55,5882470130718 ;-2224 ;-511 ; 2281,95026238523 
 5300 ; 7,31547130576594E-05 ;-55,5412105692938 ;-2220 ;-512 ; 2278,27654159893 
 5320 ; 7,24200828222441E-05 ;-55,264958707433 ;-2240 ;-528 ; 2301,38740763045 
 5340 ; 7,21525736881859E-05 ;-55,3403181230729 ;-2249 ;-527 ; 2309,91991203158 
 5360 ; 7,25355370165701E-05 ;-55,2178041235582 ;-2236 ;-529 ; 2297,72430896311 
 5380 ; 7,22544650232544E-05 ;-55,142693634836 ;-2244 ;-534 ; 2306,66252408106 
 5400 ; 7,22958581513354E-05 ;-55,3902312530598 ;-2245 ;-524 ; 2305,34184016167 
 5420 ; 7,2329978843334E-05 ;-55,1795603375631 ;-2242 ;-532 ; 2304,25432624092 
 5440 ; 7,1785904910636E-05 ;-55,1803742847806 ;-2259 ;-536 ; 2321,71854452688 
 5460 ; 7,20197780792416E-05 ;-55,5429493275525 ;-2255 ;-520 ; 2314,17912012013 
 5480 ; 7,16161260755663E-05 ;-55,4653933282742 ;-2267 ;-526 ; 2327,22259356513 
 5500 ; 7,11449489923844E-05 ;-55,9039780214331 ;-2286 ;-512 ; 2342,6352682396 
 5520 ; 7,05472191030557E-05 ;-56,0862874766343 ;-2307 ;-509 ; 2362,48386237875 
 5540 ; 7,05505372998949E-05 ;-55,9863264407428 ;-2306 ;-513 ; 2362,37274789564 
 5560 ; 7,00422513450118E-05 ;-56,1274535098066 ;-2324 ;-511 ; 2379,51612728302 
 5580 ; 6,93208122284048E-05 ;-56,3303368317194 ;-2350 ;-508 ; 2404,28034970966 
 5600 ; 6,96019217286842E-05 ;-56,5003768120696 ;-2342 ;-499 ; 2394,56989875009 
 5620 ; 6,86980855106773E-05 ;-56,296625127002 ;-2371 ;-514 ; 2426,07440116745 
 5640 ; 6,7860497497381E-05 ;-56,8294652160904 ;-2405 ;-498 ; 2456,01893315178 
 5660 ; 6,75166502875935E-05 ;-57,0317244330229 ;-2419 ;-492 ; 2468,52688865242 
 5680 ; 6,63400165376819E-05 ;-56,8158151395494 ;-2460 ;-510 ; 2512,30969428532 
 5700 ; 6,6217006629496E-05 ;-56,9772801880905 ;-2466 ;-504 ; 2516,97675793798 
 5720 ; 6,54566647181574E-05 ;-56,9050252536715 ;-2494 ;-513 ; 2546,21385590449 
 5740 ; 6,44107772278144E-05 ;-57,2965210665497 ;-2538 ;-504 ; 2587,55869498645 
 5760 ; 6,36581597760272E-05 ;-57,1840204311575 ;-2567 ;-515 ; 2618,15087418583 
 5780 ; 6,28530109159595E-05 ;-57,3073432468208 ;-2601 ;-516 ; 2651,6894614566 
 5800 ; 6,22863882177082E-05 ;-57,1259696015484 ;-2623 ;-529 ; 2675,81202628286 
 5820 ; 6,15599016974592E-05 ;-57,347016054377 ;-2656 ;-525 ; 2707,39007163726 
 5840 ; 6,10251742664506E-05 ;-57,2101263712055 ;-2678 ;-536 ; 2731,11332609982 
 5860 ; 6,00591202574637E-05 ;-57,2021582902095 ;-2721 ;-545 ; 2775,04342308368 
 5880 ; 5,91930972473349E-05 ;-57,118585314386 ;-2760 ;-557 ; 2815,64362091512 
 5900 ; 5,89012439064352E-05 ;-56,9483186472907 ;-2772 ;-568 ; 2829,59502402729 
 5920 ; 5,77281288197054E-05 ;-56,8174739909508 ;-2827 ;-586 ; 2887,09629212467 
 5940 ; 5,67802487269646E-05 ;-56,9924958544339 ;-2876 ;-587 ; 2935,29300070708 
 5960 ; 5,64247172807504E-05 ;-56,7884830157756 ;-2892 ;-601 ; 2953,78824562628 
 5980 ; 5,56151760841692E-05 ;-56,6859095260251 ;-2933 ;-615 ; 2996,78394282938 
 6000 ; 5,43428552656607E-05 ;-56,4452734509276 ;-2999 ;-642 ; 3066,94717919954 
 6020 ; 5,33941371458698E-05 ;-56,2463569634393 ;-3050 ;-664 ; 3121,44133374312 
 6040 ; 5,28508861120735E-05 ;-56,1315155960144 ;-3080 ;-677 ; 3153,52643876661 
 6060 ; 5,17789021476738E-05 ;-55,9859647648734 ;-3142 ;-699 ; 3218,81422266026 
 6080 ; 5,09955573355233E-05 ;-55,5678347284822 ;-3185 ;-733 ; 3268,25855770317 
 6100 ; 4,97173093710966E-05 ;-55,4247799848916 ;-3265 ;-760 ; 3352,28653309946 
 6120 ; 4,89259045831197E-05 ;-54,9285359591284 ;-3311 ;-801 ; 3406,51170554278 
 6140 ; 4,82027056858633E-05 ;-54,7412243935816 ;-3358 ;-824 ; 3457,62056911975 
 6160 ; 4,67376822550145E-05 ;-54,4569720962461 ;-3459 ;-867 ; 3566,0019629832 
 6180 ; 4,6579909838913E-05 ;-53,8939400282993 ;-3462 ;-904 ; 3578,08049098955 
 6200 ; 4,52957137514059E-05 ;-53,3400886803266 ;-3551 ;-964 ; 3679,52401813061 
 6220 ; 4,38279187546436E-05 ;-53,3445274475569 ;-3670 ;-996 ; 3802,75110939436 
 6240 ; 4,30647378139626E-05 ;-52,4629112113252 ;-3719 ;-1071 ; 3870,14237464205 
 6260 ; 4,1878467347932E-05 ;-51,8828226335277 ;-3813 ;-1140 ; 3979,76996822681 
 6280 ; 4,02448024215064E-05 ;-51,5110016350855 ;-3960 ;-1212 ; 4141,32152820812 
 6300 ; 3,92018202350834E-05 ;-50,5536042549122 ;-4044 ;-1312 ; 4251,50326355279 
 6320 ; 3,82904302873211E-05 ;-49,2649534184494 ;-4109 ;-1436 ; 4352,69766926213 
 6340 ; 3,69983478584229E-05 ;-48,713614344845 ;-4238 ;-1527 ; 4504,70565076121 
 6360 ; 3,53646573711981E-05 ;-46,9661827968444 ;-4383 ;-1732 ; 4712,80309370124 
 6380 ; 3,36869449735863E-05 ;-45,4924038024525 ;-4553 ;-1936 ; 4947,51503282203 
 6400 ; 3,17869402555964E-05 ;-30,5152927579583 ;-4131 ;-3229 ; 5243,2434618278 
 6420 ; 3,22773436433154E-05 ;-25,2782512278046 ;-3761 ;-3538 ; 5163,5806375034 
 6440 ; 3,16501385798386E-05 ;-21,4043434973713 ;-3583 ;-3859 ; 5265,9063797223 
 6460 ; 3,26967079183548E-05 ;-17,8200669125178 ;-3228 ;-3945 ; 5097,3531366779 
 6480 ; 3,25660584411051E-05 ;-15,45864019871 ;-3075 ;-4091 ; 5117,80284887959 
 6500 ; 3,31589506933495E-05 ;-12,6704643753097 ;-2821 ;-4160 ; 5026,2949575209 
 6520 ; 3,39893770044406E-05 ;-9,57620812600436 ;-2529 ;-4201 ; 4903,49283674403 
 6540 ; 3,44300231449732E-05 ;-6,25264960148999 ;-2252 ;-4285 ; 4840,73641091931 
 6560 ; 3,55097772112309E-05 ;-3,95226985430082 ;-2015 ;-4239 ; 4693,54301141472 
 6580 ; 3,6208659612582E-05 ;-1,65659649143086 ;-1808 ;-4233 ; 4602,95046682017 
 6600 ; 3,70526838924177E-05 ;-0,377003856378252 ;-1674 ;-4175 ; 4498,09970987749 
